ID,Name_x,status,cantidad de hablantes,ISO_codes_x,country,IDH,coordinates,Population,Name_y,Macroarea,Latitude,Longitude,ISO639P3code,Family,Subfamily,Genus,GenusIcon,ISO_codes_y,Country_ID,100A,101A,102A,103A,104A,105A,106A,107A,108A,108B,109A,109B,10A,10B,110A,111A,112A,113A,114A,115A,116A,117A,118A,119A,11A,120A,121A,122A,123A,124A,125A,126A,127A,128A,129A,12A,130A,130B,131A,132A,133A,134A,135A,136A,136B,137A,137B,138A,139A,13A,140A,141A,142A,143A,143B,143C,143D,143E,143F,143G,144A,144B,144C,144D,144E,144F,144G,144H,144I,144J,144K,144L,144M,144N,144O,144P,144Q,144R,144S,144T,144U,144V,144W,144X,144Y,14A,15A,16A,17A,18A,19A,1A,20A,21A,21B,22A,23A,24A,25A,25B,26A,27A,28A,29A,2A,30A,31A,32A,33A,34A,35A,36A,37A,38A,39A,39B,3A,40A,41A,42A,43A,44A,45A,46A,47A,48A,49A,4A,50A,51A,52A,53A,54A,55A,56A,57A,58A,58B,59A,5A,60A,61A,62A,63A,64A,65A,66A,67A,68A,69A,6A,70A,71A,72A,73A,74A,75A,76A,77A,78A,79A,79B,7A,80A,81A,81B,82A,83A,84A,85A,86A,87A,88A,89A,8A,90A,90B,90C,90D,90E,90F,90G,91A,92A,93A,94A,95A,96A,97A,98A,99A,9A
mmo,Moksha,1,2025,mdf,Russia,0.816,Point(94.25 66.416666666),146804372,Mordvin (Moksha),Eurasia,54.0,44.0,mdf,Uralic,Finno-Ugric,Mordvin,faa0000,mdf,RU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,5.0,5.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
evn,Even,1,5660,eve,Russia,0.816,Point(94.25 66.416666666),146804372,Even,Eurasia,68.0,130.0,eve,Altaic,,Tungusic,d66ff33,eve,RU,,,,,,,2.0,,,,,,,,,,6.0,,,,1.0,2.0,2.0,2.0,1.0,2.0,1.0,,,,,,,,,,,,,,,,,,,,,1.0,,1.0,,,,14.0,2.0,,,1.0,2.0,4.0,18.0,,,,,,,,,,,16.0,,15.0,,,,,6.0,,,,,,,,,,,1.0,1.0,2.0,,,,,,,,,2.0,,,,2.0,,,,2.0,,,,5.0,5.0,,,3.0,,2.0,,,,,1.0,,,,2.0,,1.0,2.0,5.0,,,,2.0,,,,2.0,,,,2.0,,,,,,2.0,1.0,1.0,3.0,1.0,2.0,,,,,,,,1.0,,1.0,,1.0,1.0,,1.0,,1.0,,,2.0,2.0,1.0,,6.0,,,,,,,,1.0,1.0,1.0,,,1.0
bez,Bezhta,0,6000,kap,Russia,0.816,Point(94.25 66.416666666),146804372,Bezhta,Eurasia,42.0833333333,46.1666666667,kap,Nakh-Daghestanian,Daghestanian,Avar-Andic-Tsezic,cffcc00,kap,RU,,,,,,,,,2.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,1.0,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0
bez,Bezhta,0,6000,kap,Georgia,0.754,Point(43.733330555 42.016669444),3717100,Bezhta,Eurasia,42.0833333333,46.1666666667,kap,Nakh-Daghestanian,Daghestanian,Avar-Andic-Tsezic,cffcc00,kap,RU,,,,,,,,,2.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,1.0,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0
chk,Chukchi,1,5100,ckt,Russia,0.816,Point(94.25 66.416666666),146804372,Chukchi,Eurasia,67.0,-173.0,ckt,Chukotko-Kamchatkan,,Northern Chukotko-Kamchatkan,s009900,ckt,RU,6.0,2.0,5.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,8.0,5.0,2.0,,,2.0,2.0,3.0,4.0,1.0,6.0,4.0,2.0,1.0,1.0,1.0,1.0,4.0,,4.0,,,,,,3.0,,,3.0,,,,,2.0,2.0,1.0,1.0,,,1.0,,,,1.0,,,,1.0,4.0,4.0,21.0,,,,,,,,,,,18.0,,,,,,,,,,,,,,2.0,8.0,1.0,,1.0,1.0,2.0,1.0,2.0,1.0,3.0,3.0,4.0,5.0,2.0,3.0,1.0,3.0,2.0,2.0,1.0,1.0,1.0,2.0,6.0,7.0,1.0,5.0,5.0,3.0,,2.0,3.0,3.0,1.0,1.0,6.0,1.0,1.0,,2.0,8.0,1.0,4.0,1.0,2.0,5.0,7.0,1.0,2.0,4.0,2.0,1.0,1.0,1.0,6.0,7.0,7.0,1.0,1.0,1.0,4.0,1.0,4.0,4.0,2.0,5.0,4.0,1.0,2.0,3.0,3.0,3.0,1.0,1.0,4.0,5.0,1.0,1.0,7.0,,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,5.0,7.0,2.0,2.0,,,,,,6.0,2.0,1.0,1.0,5.0,1.0,4.0,4.0,1.0
shr,Shor,1,2839,cjs,Russia,0.816,Point(94.25 66.416666666),146804372,Shor,Eurasia,53.0,88.0,cjs,Altaic,,Turkic,d0000dd,cjs,RU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0
kry,Koryak,1,3500,kpy,Russia,0.816,Point(94.25 66.416666666),146804372,Koryak,Eurasia,61.0,167.0,kpy,Chukotko-Kamchatkan,,Northern Chukotko-Kamchatkan,s009900,kpy,RU,,,,,,,,,,,,,,,,,6.0,,,,,,,,1.0,,,,,,,,,,,3.0,,,,,,,,,,,,1.0,,1.0,,,,14.0,4.0,,,2.0,2.0,4.0,18.0,,,,,,,,,,,16.0,,6.0,,4.0,4.0,6.0,6.0,,,,,,,,,,,1.0,1.0,2.0,,,,,,,,,3.0,,,,2.0,,,,2.0,,,1.0,,,,,3.0,,,,,,,1.0,,,,1.0,,1.0,2.0,,,,,4.0,,,,1.0,,,,,,,,,,4.0,2.0,,,,2.0,,,,,,,,1.0,,1.0,,1.0,1.0,,1.0,1.0,1.0,1.0,,2.0,,,,,,,,,,,1.0,1.0,,1.0,,,1.0
tnd,Tindi,1,6693,tin,Russia,0.816,Point(94.25 66.416666666),146804372,Tindi,Eurasia,42.3666666667,46.25,tin,Nakh-Daghestanian,Daghestanian,Avar-Andic-Tsezic,cffcc00,tin,RU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0
udi,Udi,0,8000,udi,Russia,0.816,Point(94.25 66.416666666),146804372,Udi,Eurasia,41.0,48.0,udi,Nakh-Daghestanian,Daghestanian,Lezgic,cff6600,udi,AZ,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,,,,2.0,4.0,4.0,20.0,,,,,,,,,,,5.0,,,,4.0,4.0,2.0,11.0,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,1.0,2.0,,,,,4.0,,,,,,,,,,,,,,2.0,,1.0,4.0,,,,,,,,,,,,1.0,,1.0,1.0,6.0,,,1.0,1.0,1.0,,,,,,,,,,,,1.0,,,1.0,,,3.0
udi,Udi,0,8000,udi,Azerbaijan,0.7509999999999999,Point(47.7 40.3),10127874,Udi,Eurasia,41.0,48.0,udi,Nakh-Daghestanian,Daghestanian,Lezgic,cff6600,udi,AZ,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,,,,2.0,4.0,4.0,20.0,,,,,,,,,,,5.0,,,,4.0,4.0,2.0,11.0,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,1.0,2.0,,,,,4.0,,,,,,,,,,,,,,2.0,,1.0,4.0,,,,,,,,,,,,1.0,,1.0,1.0,6.0,,,1.0,1.0,1.0,,,,,,,,,,,,1.0,,,1.0,,,3.0
udi,Udi,0,8000,udi,Georgia,0.754,Point(43.733330555 42.016669444),3717100,Udi,Eurasia,41.0,48.0,udi,Nakh-Daghestanian,Daghestanian,Lezgic,cff6600,udi,AZ,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,,,,2.0,4.0,4.0,20.0,,,,,,,,,,,5.0,,,,4.0,4.0,2.0,11.0,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,1.0,2.0,,,,,4.0,,,,,,,,,,,,,,2.0,,1.0,4.0,,,,,,,,,,,,1.0,,1.0,1.0,6.0,,,1.0,1.0,1.0,,,,,,,,,,,,1.0,,,1.0,,,3.0
krt,Karata,1,6000,kpt,Russia,0.816,Point(94.25 66.416666666),146804372,Karata,Eurasia,42.5833333333,46.3333333333,kpt,Nakh-Daghestanian,Daghestanian,Avar-Andic-Tsezic,cffcc00,kpt,RU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,4.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0
sou,Upper Sorbian,0,13300,hsb,Germany,0.9259999999999999,Point(10.0 51.0),83149300,Sorbian (Upper),Eurasia,51.8333333333,14.5,hsb,Indo-European,,Slavic,cffff00,hsb,DE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.0,,,,,,,,,,,,,,,,,,,,1.0,2.0,,,,,,,,3.0,5.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
srl,Lower Sorbian,1,6670,dsb,Germany,0.9259999999999999,Point(10.0 51.0),83149300,Sorbian (Lower),Eurasia,51.75,14.333333333299999,dsb,Indo-European,,Slavic,cffff00,dsb,DE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ttu,Bats,1,3420,bbl,Georgia,0.754,Point(43.733330555 42.016669444),3717100,Tsova-Tush,Eurasia,42.5,45.5,bbl,Nakh-Daghestanian,,Nakh,cff66ff,bbl,GE,,,,,,,,,,,,,,,,,2.0,,,,1.0,,,,1.0,,,,,,,,,,,3.0,,,,,,,,,,,,,,1.0,,,,1.0,,,,1.0,4.0,4.0,7.0,3.0,,,,,,,,,,3.0,,,,4.0,4.0,1.0,11.0,,,,,,,,,,,1.0,4.0,5.0,,,,,,,,,2.0,,,,2.0,,,,2.0,,,,5.0,5.0,,,5.0,,,,,,,,,,,4.0,,1.0,,,,,,,,,,1.0,,,,,,,,,,2.0,4.0,1.0,1.0,,,,,,3.0,6.0,,,2.0,,1.0,,1.0,1.0,6.0,1.0,1.0,1.0,1.0,1.0,4.0,2.0,1.0,,,,,,,3.0,2.0,5.0,1.0,1.0,1.0,,,3.0
abu,Abun,1,3000,kgr,Indonesia,0.6940000000000001,Point(118.0 -2.0),270625568,Abun,Papunesia,-0.5,132.5,kgr,West Papuan,,North-Central Bird's Head,sffffff,kgr,ID,1.0,1.0,1.0,1.0,1.0,1.0,,2.0,,,,,,,,,6.0,,,1.0,1.0,,,,,,,,,2.0,3.0,1.0,1.0,1.0,,,,,1.0,,,,,,,,,,,,,,,14.0,1.0,,,1.0,1.0,4.0,18.0,,,14.0,,1.0,,4.0,5.0,7.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,9.0,1.0,,,2.0,1.0,,,,,,,,3.0,1.0,2.0,,2.0,,,,9.0,,,,3.0,2.0,,,,,,6.0,,,,1.0,,,,,5.0,,5.0,,,,,,,,,,,,,2.0,,1.0,2.0,1.0,2.0,1.0,2.0,2.0,2.0,,1.0,,1.0,,,,,2.0,2.0,2.0,5.0,4.0,4.0,4.0,,,
bui,Buli,1,2524,bzq,Indonesia,0.6940000000000001,Point(118.0 -2.0),270625568,Buli (in Indonesia),Papunesia,1.0,128.5,bzq,Austronesian,Eastern Malayo-Polynesian,South Halmahera - West New Guinea,tff4400,bzq,ID,,,,,,,,,,,,,,,,,,,,,,,3.0,1.0,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,3.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,2.0,4.0,1.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
adg,Adang,1,3000,adn,Indonesia,0.6940000000000001,Point(118.0 -2.0),270625568,Adang,Papunesia,-8.2,124.0,adn,Timor-Alor-Pantar,,Greater Alor,tcccccc,adn,ID,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.0,,2.0,,1.0,1.0,4.0,19.0,4.0,,,,,,,,,,17.0,,,2.0,4.0,3.0,8.0,3.0,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,9.0,,,,2.0,,,,,,,,,,,,,,,,,9.0,,,,,,1.0,,,,,,,,,,,,,,5.0,,,,,,,,,,,,,,,1.0,,1.0,1.0,,1.0,1.0,2.0,2.0,2.0,,,,,,,,,3.0,,2.0,,1.0,,2.0,,,
ahu,Aghu,1,3000,ahh,Indonesia,0.6940000000000001,Point(118.0 -2.0),270625568,Aghu,Papunesia,-6.166666666669999,140.16666666700002,ahh,Trans-New Guinea,,Awju-Dumut,d009900,ahh,ID,,,,,,,,,,,,,,,,,,,,,,3.0,2.0,2.0,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
rap,Rapa Nui,1,5000,rap,Chile,0.8320000000000001,Point(-71.0 -33.0),18054726,Rapanui,Papunesia,-27.116666666700002,-109.366666667,rap,Austronesian,Eastern Malayo-Polynesian,Oceanic,c0000dd,rap,CL,1.0,5.0,1.0,1.0,1.0,1.0,4.0,2.0,3.0,4.0,8.0,5.0,2.0,,,2.0,4.0,3.0,3.0,,1.0,,,,1.0,,1.0,4.0,,1.0,3.0,1.0,3.0,,2.0,1.0,2.0,,1.0,,,,,1.0,1.0,1.0,1.0,,,1.0,,,,15.0,,11.0,,1.0,4.0,4.0,19.0,3.0,,,,,,,,,,,,,,,,,,23.0,9.0,3.0,6.0,4.0,,6.0,8.0,1.0,4.0,1.0,1.0,1.0,2.0,1.0,1.0,5.0,3.0,2.0,5.0,2.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,7.0,4.0,5.0,3.0,1.0,2.0,5.0,,2.0,1.0,3.0,1.0,3.0,6.0,1.0,,1.0,2.0,1.0,1.0,1.0,9.0,2.0,6.0,,1.0,,,2.0,1.0,2.0,1.0,4.0,,,,,2.0,1.0,2.0,3.0,5.0,1.0,5.0,1.0,1.0,2.0,2.0,3.0,2.0,1.0,1.0,4.0,5.0,1.0,1.0,3.0,,2.0,2.0,,2.0,2.0,2.0,2.0,1.0,1.0,1.0,,1.0,,,,,,1.0,,1.0,4.0,4.0,4.0,1.0,1.0,1.0
mlc,Kristang,1,2200,mcm,Singapore,0.932,Point(103.8 1.3),5888926,Malacca Creole,Eurasia,2.2,102.25,mcm,other,,Creoles and Pidgins,taa0000,mcm,MY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,3.0,3.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mlc,Kristang,1,2200,mcm,Malaysia,0.802,Point(108.0 3.0),31624264,Malacca Creole,Eurasia,2.2,102.25,mcm,other,,Creoles and Pidgins,taa0000,mcm,MY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,3.0,3.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
wrl,Warlpiri,0,2507,wbp,Australia,0.9390000000000001,Point(137.0 -28.0),24511800,Warlpiri,Australia,-20.0,132.33333333299998,wbp,Pama-Nyungan,,Western Pama-Nyungan,t99ffff,wbp,AU,,3.0,,,,4.0,,,,,,,,,2.0,2.0,,,,,1.0,,,,,,,,,,,,,,2.0,,1.0,1.0,,5.0,3.0,2.0,1.0,,,,,,,,,,,1.0,,,,1.0,4.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,8.0,1.0,1.0,,,,,,,,3.0,2.0,5.0,2.0,2.0,1.0,,,,,,,2.0,,,,,,,2.0,,,,,,,,,,,,,,1.0,,,,,,,2.0,1.0,1.0,,,,8.0,,,,,,,5.0,,,1.0,,,,,,,,,,,,7.0,,3.0,3.0,6.0,,,2.0,,,,5.0,,,,,1.0,,,3.0,,,5.0,5.0,5.0,,,
pit,Pitjantjatjara,0,4000,pjt,Australia,0.9390000000000001,Point(137.0 -28.0),24511800,Pitjantjatjara,Australia,-26.0,130.0,pjt,Pama-Nyungan,,Western Pama-Nyungan,t99ffff,pjt,AU,2.0,,5.0,4.0,4.0,2.0,,2.0,,,,,,,,4.0,5.0,3.0,1.0,,,4.0,2.0,1.0,1.0,2.0,,4.0,4.0,1.0,3.0,3.0,3.0,1.0,2.0,2.0,1.0,1.0,6.0,,,,,,1.0,,1.0,,,1.0,,,,10.0,,,,4.0,3.0,4.0,21.0,,,,,,,,,,,15.0,27.0,,,,,,,,,,,,,2.0,8.0,1.0,1.0,3.0,1.0,2.0,,,,,,,,,,,2.0,1.0,1.0,1.0,1.0,1.0,,,3.0,,,,3.0,1.0,4.0,1.0,,,4.0,6.0,1.0,,1.0,2.0,8.0,1.0,5.0,6.0,,,,,,,,,,1.0,,,,1.0,1.0,,,,,,1.0,4.0,1.0,4.0,2.0,1.0,3.0,3.0,2.0,4.0,,,1.0,,,,1.0,1.0,,1.0,1.0,2.0,2.0,2.0,2.0,7.0,,3.0,3.0,,,,2.0,,,,1.0,5.0,2.0,4.0,2.0,1.0
pga,Pilagá,1,4000,plg,Argentina,0.825,Point(-64.0 -34.0),44938712,Pilagá,South America,-25.0,-60.0,plg,Guaicuruan,,South Guaicuruan,tff6600,plg,AR,,2.0,,,,2.0,,,,,,,,,,,1.0,,,,1.0,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,3.0,,,,2.0,4.0,4.0,20.0,,,5.0,,,,4.0,2.0,7.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,,,,,,,,2.0,6.0,,,5.0,5.0,,,,,,,,,,,,,,,,9.0,,,,,,1.0,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,2.0,,2.0,2.0,,5.0,2.0,2.0,1.0,,,1.0,,1.0,,,,,,1.0,1.0,,,4.0,4.0,,,
mcv,Mocoví,1,3000,moc,Argentina,0.825,Point(-64.0 -34.0),44938712,Mocoví,South America,-28.0,-60.5,moc,Guaicuruan,,South Guaicuruan,tff6600,moc,AR,,2.0,,,,4.0,,,,,,,,,,,1.0,,,4.0,,,,,,,,,,4.0,,,,,2.0,,2.0,,,,,,,,,,,,,,,,,3.0,,,,2.0,4.0,4.0,20.0,,,5.0,,,,4.0,2.0,7.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,,,,,,,,2.0,,,,,,,,,,,,,,,5.0,,,,,,9.0,,,,,,1.0,,,,,,,,,1.0,,,,,2.0,,,,,,,,,,,,,,,2.0,,2.0,2.0,,,3.0,3.0,1.0,1.0,,1.0,,1.0,,,,,,,1.0,1.0,,4.0,5.0,,,
shk,Shipibo-Conibo,0,8000,shp,Peru,0.75,Point(-76.0 -9.4),29381884,Shipibo-Konibo,South America,-7.5,-75.0,shp,Panoan,,Panoan,c0000dd,shp,PE,1.0,,1.0,1.0,1.0,2.0,,2.0,3.0,4.0,3.0,4.0,,,2.0,4.0,1.0,1.0,7.0,1.0,1.0,1.0,2.0,2.0,1.0,2.0,3.0,,,4.0,3.0,3.0,,,2.0,2.0,2.0,,,5.0,3.0,2.0,1.0,,,,,,,1.0,,,,4.0,,,,4.0,2.0,4.0,20.0,,,,,,,,,,,6.0,,,,4.0,4.0,8.0,2.0,,,,,,,1.0,1.0,3.0,,1.0,1.0,2.0,1.0,,,4.0,2.0,2.0,2.0,2.0,2.0,,1.0,1.0,1.0,1.0,1.0,1.0,2.0,4.0,4.0,,5.0,5.0,3.0,,3.0,1.0,,,,6.0,,1.0,2.0,2.0,6.0,1.0,3.0,6.0,,,1.0,1.0,2.0,4.0,,,,1.0,6.0,2.0,,,,,,,,2.0,1.0,1.0,1.0,4.0,2.0,2.0,2.0,3.0,2.0,2.0,4.0,5.0,1.0,3.0,1.0,,1.0,1.0,,1.0,1.0,3.0,1.0,1.0,1.0,,,,,,,,1.0,3.0,2.0,,1.0,,5.0,4.0,4.0,3.0
cax,Axininca,1,4000,cpc,Peru,0.75,Point(-76.0 -9.4),29381884,Campa (Axininca),South America,-12.0,-74.0,,Arawakan,,Pre-Andine Arawakan,c99ffff,cni cpc,PE,4.0,2.0,5.0,2.0,2.0,,,2.0,,,,,,,,2.0,2.0,,,,1.0,,,,1.0,,,,,,,,,,2.0,2.0,2.0,,,1.0,1.0,3.0,2.0,1.0,1.0,2.0,2.0,,,1.0,,,,1.0,,,,1.0,4.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,2.0,,,,,,,,,2.0,1.0,,,1.0,2.0,2.0,2.0,2.0,,,,5.0,5.0,,,4.0,,,,2.0,2.0,,,,2.0,,1.0,,1.0,,,,,,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,2.0,1.0,,,,,,,,1.0,1.0,,,1.0,,7.0,,3.0,2.0,,5.0,1.0,2.0,,,1.0,1.0,,1.0,,,,,,,2.0,,,4.0,4.0,,,
cax,Asháninka,0,73567,cni,Peru,0.75,Point(-76.0 -9.4),29381884,Campa (Axininca),South America,-12.0,-74.0,,Arawakan,,Pre-Andine Arawakan,c99ffff,cni cpc,PE,4.0,2.0,5.0,2.0,2.0,,,2.0,,,,,,,,2.0,2.0,,,,1.0,,,,1.0,,,,,,,,,,2.0,2.0,2.0,,,1.0,1.0,3.0,2.0,1.0,1.0,2.0,2.0,,,1.0,,,,1.0,,,,1.0,4.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,2.0,,,,,,,,,2.0,1.0,,,1.0,2.0,2.0,2.0,2.0,,,,5.0,5.0,,,4.0,,,,2.0,2.0,,,,2.0,,1.0,,1.0,,,,,,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,2.0,1.0,,,,,,,,1.0,1.0,,,1.0,,7.0,,3.0,2.0,,5.0,1.0,2.0,,,1.0,1.0,,1.0,,,,,,,2.0,,,4.0,4.0,,,
nom,Nomatsiguenga,0,6500,not,Peru,0.75,Point(-76.0 -9.4),29381884,Nomatsiguenga,South America,-11.666666666700001,-74.5,not,Arawakan,,Pre-Andine Arawakan,c99ffff,not,PE,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
nah,Nihali,1,2000,nll,India,0.64,Point(83.0 22.8),1326093247,Nahali,Eurasia,19.75,77.8333333333,nll,,,,cdd0000,nll,IN,,,,,,,,,,,,,,,,,3.0,2.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,,,,,,,1.0,,,,1.0,4.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,2.0,,,1.0,,,2.0,1.0,1.0,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,1.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,
moa,Mono,0,2940,mte,Solomon Islands,0.546,Point(159.816666666 -9.466666666),611343,Mono-Alu,Papunesia,-7.05,155.75,mte,Austronesian,Eastern Malayo-Polynesian,Oceanic,c0000dd,mte,SB,2.0,,5.0,2.0,2.0,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,2.0,,,,,,,,6.0,,,,2.0,,,,,2.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.0,,3.0,3.0,6.0,4.0,3.0,2.0,1.0,3.0,,1.0,,1.0,,,,,,,,,5.0,5.0,5.0,,,
